property_type,area_m2,price_usd,lat,lon,state
apartment,63,44794.13,21.0634817,-89.6110378,Sindh
apartment,95,84313.09,23.634501,-102.552788,Danyore
house,290,236091.42,20.745667,-100.455109,Gilgit
apartment,128,85878.96,22.292006,-97.866714,Gilgit
house,120,59535.72,19.061148,-98.248372,Chalt
house,180,81664.04,18.969536,-99.215979,Hunza
house,198,53666.55,19.300028,-99.566057,Karachi de Pakistan
house,377,224339.55,20.999418,-89.619278,Sindh
apartment,92,67438.69,19.401507,-99.14682,Gilgit
house,100,80083.45,19.663315,-99.103287,Karachi de Pakistan
apartment,82,62696.91,21.030668,-89.599258,Sindh
house,105,46627.53,19.255166,-103.680325,Colima
house,79,42941.43,18.743973,-99.254183,Hunza
house,123,41095.45,21.037875,-89.648252,Sindh
apartment,79,80015.91,21.1495343889,-86.8515973089,Quintana Roo
house,376,263432.41,18.951663,-99.218298,Hunza
apartment,70,85668.22,19.381078,-99.186714,Gilgit
house,105,55847.67,24.8225157463,-107.4352383614,Sinaloa
house,200,229240.55,19.522923,-99.241837,Karachi de Pakistan
house,160,121178.91,20.693433,-100.446219,Gilgit
house,133,67438.69,19.545727,-99.039146,Karachi de Pakistan
house,250,63238.77,28.672886,-106.09304,Chihuahua
house,100,127584.22,20.9144491,-100.745235,Guanajuato
house,113,57955.13,23.634501,-102.552788,Chalt
house,130,99601.06,20.618279,-100.346985,Gilgit
house,211,165467.83,22.193523,-101.0019,San Luis Potosí
house,200,77994.48,21.030771,-89.646347,Sindh
apartment,84,52686.48,16.747116,-92.651844,Chiapas
house,179,94203.43,19.276849,-99.546473,Karachi de Pakistan
house,251,187037.01,21.082655,-86.857162,Quintana Roo
house,115,81683.41,19.3845016369,-99.0904824436,Gilgit
apartment,65,163064.66,19.446829,-99.159454,Gilgit
house,169,55333.92,20.99947,-89.642815,Sindh
house,350,193359.39,21.99782,-102.191307,Nagar
house,309,158096.93,25.714615,-100.230576,Rawalpindi
house,200,72865.4,19.286575,-99.597733,Karachi de Pakistan
house,98,36090.24,24.024288,-104.615791,Danyore
house,83,45447.36,19.537234,-99.025536,Karachi de Pakistan
house,275,167543.01,19.343042,-99.054777,Gilgit
house,286,183875.82,20.594322,-100.365929,Gilgit
house,70,35299.94,20.66976,-105.204857,Jalalabad
house,190,55320.8,23.256596,-106.415812,Sinaloa
house,75,70757.94,19.524088,-99.096736,Karachi de Pakistan
house,236,115910.26,27.492267,-109.958231,Sonora
apartment,195,289775.66,19.394358,-99.177444,Gilgit
house,150,110969.16,25.7075214,-100.4578949,Rawalpindi
house,274,173906.62,28.6329957,-106.0691004,Chihuahua
house,81,44256.64,22.286442,-97.889847,Gilgit
house,186,118544.58,18.926889,-99.218126,Hunza
apartment,100,159320.71,19.287568,-99.145853,Gilgit
house,200,63223.78,18.835637,-99.252857,Hunza
house,350,252895.12,25.723516,-100.393311,Rawalpindi
house,90,37934.26,19.750508,-101.181947,Chiapas
apartment,104,92201.34,19.058884,-98.260885,Chalt
house,229,157690.64,19.477827,-99.216217,Gilgit
apartment,76,43729.78,18.963312,-99.214456,Hunza
apartment,60,84845.35,19.393656,-99.132304,Gilgit
apartment,100,43202.91,19.607218,-99.194926,Karachi de Pakistan
house,85,57968.87,19.1617587,-99.6178249,Karachi de Pakistan
house,275,316118.9,16.7795417527,-99.798010105,Danyore
house,195,91632.19,21.0411724,-89.5550539,Sindh
house,205,88513.29,18.00557,-92.959735,Tabasco
apartment,80,65120.49,19.441809,-99.156423,Gilgit
house,150,92223.21,20.124367,-98.735725,KPK
house,120,44783.51,20.9673656268,-97.3916879296,Islamabad
apartment,84,71653.61,19.391819,-99.188639,Gilgit
apartment,60,105372.96,19.375412,-99.144234,Gilgit
house,180,63223.78,23.634501,-102.552788,Hunza
apartment,60,36260.68,19.496076,-99.204251,Gilgit
house,95,44794.13,24.8053549677,-107.4623677164,Sinaloa
apartment,110,121863.83,19.309196,-99.219505,Gilgit
house,120,105372.96,18.842861,-99.225906,Hunza
house,140,51632.75,25.51485,-103.389699,Islamabad
house,175,121178.91,20.532264,-103.484418,Jalalabad
house,100,47417.83,18.9289862,-99.1802147,Hunza
house,81,39524.23,21.0284038368,-89.6530058049,Sindh
house,360,245050.24,22.11830417,-101.0321938992,San Luis Potosí
house,115,110667.85,19.233201,-99.558519,Karachi de Pakistan
